"","Row.names","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log1p_avg_calcified","log1p_avg_controls"
"35","AC097376.2",1.76363963733789e-235,-0.619703734267465,0.022,0.133,4.49181379233586e-231,0.614354453872264,0.184808557682301
"36","AC098829.1",0,-1.25436104391724,0.192,0.448,0,2.00933365460372,1.13987683360825
"37","AC104123.1",1.78099607155431e-95,-0.351840766491923,0.067,0.152,4.53601889464166e-91,0.741723327041172,0.497845891741244
"38","AC105402.3",5.04419404957157e-08,0.348218903553802,0.14,0.124,0.00128470578248538,0.670603890934033,0.911970842150028
"39","AC113383.1",3.5882066639563e-185,-0.605197892464636,0.106,0.254,9.1388035524303e-181,1.14148030236392,0.721989089521242
"40","AC116366.3",6.59178746114308e-274,-0.653437186126551,0.086,0.265,1.67886234847853e-269,1.05249830347526,0.599570160238621
"41","AC131025.2",0,-0.708547581406355,0.078,0.271,0,1.05267959882085,0.561551840476471
"42","AC139887.2",6.398705364423e-255,-0.558831358339511,0.036,0.169,1.62968626926489e-250,0.673524122019588,0.28617174157807
"43","AC233296.1",1.14556154238341e-110,-0.47357614417446,0.047,0.128,2.91763069229631e-106,0.711054356350274,0.382796387235297
"44","AC245297.3",0,-1.06931431029978,0.123,0.433,0,1.53342693320002,0.79223473388333
"45","ACACB",1.23635479013675e-154,-0.414613369474855,0.076,0.197,3.14887201499928e-150,0.836852561652961,0.549464473579005
"46","ACADL",0,-0.888790735856511,0.035,0.231,0,0.904696688316544,0.288633895649803
"47","ACBD6",3.03029455961293e-165,-0.370408893952329,0.083,0.215,7.71785721387817e-161,0.854804751408079,0.598056870910694
"48","ACKR1",6.90660322851007e-254,1.11667835430841,0.138,0.024,1.75904277626923e-249,0.16376333393961,0.9377857868208
"49","ACOX3",1.81593346922527e-109,-0.263926717419318,0.033,0.105,4.62500095276985e-105,0.441920955605383,0.258980895551742
"50","ACSL3",0.0317749006503454,0.270953677716845,0.125,0.145,1,0.62699490649827,0.814805684270047
"51","ACSL4",1.22203439639862e-64,0.850143112591554,0.222,0.16,3.11239940418765e-60,0.713894996012121,1.30316929757741
"52","ACTA2",0,-0.810038040549398,0.826,0.964,0,3.54385658524481,2.98238100129169
"53","ACTB",0,0.48944101729454,0.902,0.906,0,2.92721245238362,3.26646711357172
"54","ACTC1",9.46303593316831e-133,-0.433382825740407,0.106,0.231,2.41014062181864e-128,1.06248194527905,0.762083861513989
"55","ACTG1",1.33272536466706e-142,0.693567761553227,0.501,0.433,3.39431823127055e-138,1.59714291786578,2.07788745631368
"56","ACTG2",2.5032165365992e-209,-0.701946557177946,0.237,0.452,6.37544219706451e-205,1.92202539871282,1.43547312170118
"57","ACTN1",2.54870831698505e-100,-0.395443944870867,0.43,0.609,6.49130521252924e-96,2.16600855303458,1.89190769757785
"58","ACTR2",3.00357206238731e-08,0.486440107005689,0.231,0.233,0.000764979768569423,0.934742357936107,1.27191694661838
"59","ACTR3",0.000730002229761261,0.441679273171287,0.257,0.28,1,1.0439636218653,1.35011236477574
"60","ACYP2",3.32696502570247e-127,-0.369265576950381,0.208,0.374,8.47344722396162e-123,1.42595854927658,1.17000315573559
"61","ADAM17",3.19935725019431e-20,0.607885368448659,0.21,0.189,8.14844298051989e-16,0.746050112920368,1.1674041421642
"62","ADAM9",0.645499158084848,0.288501638121909,0.115,0.125,1,0.556157505506039,0.756131602557164
"63","ADAMTS1",0,2.33267148008324,0.62,0.161,0,0.806082800548665,2.42296746014096
"64","ADAMTS4",0,2.24842849856193,0.301,0.002,0,0.0139642846380859,1.57245615910692
"65","ADAMTS6",5.85377074396457e-162,-0.604234299367811,0.066,0.181,1.49089687078034e-157,0.92535557161539,0.506532270610977
"66","ADAMTS9",0,3.49308297782805,0.745,0.098,0,0.528948236347421,2.95016885389087
"67","ADAMTS9-AS2",3.64146026103116e-94,-0.42414174772881,0.397,0.554,9.27443513882025e-90,2.09270006745823,1.79870741086224
"68","ADAMTSL1",0,-1.09643173195517,0.163,0.41,0,1.78440562654961,1.02441706286843
"69","ADAMTSL3",0,-0.948385760482585,0.123,0.36,0,1.4729279819198,0.8155570659581
"70","ADARB1",6.1199207996882e-291,-0.686809540524581,0.294,0.553,1.55868262847259e-286,1.99106134022742,1.51500124363114
"71","ADCY2",8.66493182592183e-131,-0.440141900321139,0.035,0.117,2.20687148674403e-126,0.59108058020397,0.285997462950074
"72","ADCY5",1.6392002256404e-154,-0.334990339749249,0.119,0.266,4.17487905468354e-150,1.03833335839032,0.806135748878307
"73","ADCY6",1.89685457639626e-140,-0.303615878095041,0.054,0.155,4.83109892062362e-136,0.60174245903639,0.39129196916158
"74","ADGRB3",6.70817098490567e-116,-0.630282701585456,0.197,0.335,1.70850406814562e-111,1.64358326692804,1.20670458936837
"75","ADGRL3",8.16480691616544e-30,-0.298314830394389,0.541,0.622,2.07949467347818e-25,2.44561712604847,2.23884104244138
"76","ADGRL4",7.08543218173236e-198,0.951370493483487,0.172,0.057,1.80458872236541e-193,0.400314487998296,1.0597542632243
"77","ADH1B",1.34296829359491e-187,-0.607364672791188,0.094,0.239,3.42040594695688e-183,1.10936587037132,0.688372759854391
"78","ADRA1A",0,-0.960477329369645,0.107,0.308,0,1.42532274654398,0.759570593699667
